sent,quest,ans
Daniel travelled to the garden . Sandra journeyed to the bedroom . Daniel journeyed to the office . Daniel travelled to the bathroom . Sandra travelled to the kitchen . Daniel went to the hallway . Daniel went back to the garden . Sandra moved to the garden .Where is Daniel ?,garden,kitchen
Daniel travelled to the garden . Sandra journeyed to the bedroom . Daniel journeyed to the office . Daniel travelled to the bathroom . Sandra travelled to the kitchen . Daniel went to the hallway . Daniel went back to the garden . Sandra moved to the garden . Mary moved to the bedroom . Sandra moved to the kitchen .Where is Sandra ?,kitchen,hallway
John went back to the bathroom . John moved to the kitchen . Sandra moved to the office . Sandra travelled to the bedroom . John went to the garden . Sandra moved to the kitchen .Where is Sandra ?,kitchen,hallway
John went back to the bathroom . John moved to the kitchen . Sandra moved to the office . Sandra travelled to the bedroom . John went to the garden . Sandra moved to the kitchen . Sandra went to the garden . Daniel went to the kitchen .Where is Sandra ?,garden,hallway
John went back to the bathroom . John moved to the kitchen . Sandra moved to the office . Sandra travelled to the bedroom . John went to the garden . Sandra moved to the kitchen . Sandra went to the garden . Daniel went to the kitchen . Sandra went to the bathroom . John went to the bathroom .Where is Sandra ?,bathroom,hallway
Daniel journeyed to the office . Sandra went to the kitchen .Where is Sandra ?,kitchen,hallway
Daniel journeyed to the office . Sandra went to the kitchen . Daniel journeyed to the kitchen . Mary moved to the bedroom .Where is Mary ?,bedroom,hallway
Daniel journeyed to the office . Sandra went to the kitchen . Daniel journeyed to the kitchen . Mary moved to the bedroom . John went to the hallway . Daniel went to the bedroom .Where is John ?,hallway,kitchen
Daniel journeyed to the office . Sandra went to the kitchen . Daniel journeyed to the kitchen . Mary moved to the bedroom . John went to the hallway . Daniel went to the bedroom . Daniel travelled to the hallway . John moved to the garden .Where is John ?,garden,kitchen
Sandra travelled to the bathroom . John went back to the office .Where is Sandra ?,bathroom,hallway
Sandra travelled to the bathroom . John went back to the office . Sandra went back to the garden . John went back to the bedroom .Where is Sandra ?,garden,hallway
Sandra travelled to the bathroom . John went back to the office . Sandra went back to the garden . John went back to the bedroom . Daniel journeyed to the hallway . Daniel went to the office .Where is John ?,bedroom,kitchen
Sandra travelled to the bathroom . John went back to the office . Sandra went back to the garden . John went back to the bedroom . Daniel journeyed to the hallway . Daniel went to the office . Sandra went back to the bedroom . John went to the office .Where is John ?,office,kitchen
Sandra travelled to the bathroom . John went back to the office . Sandra went back to the garden . John went back to the bedroom . Daniel journeyed to the hallway . Daniel went to the office . Sandra went back to the bedroom . John went to the office . Mary travelled to the office . John moved to the garden .Where is John ?,garden,kitchen
Mary journeyed to the kitchen . Sandra went back to the garden .Where is Sandra ?,garden,hallway
Mary journeyed to the kitchen . Sandra went back to the garden . Daniel moved to the kitchen . Daniel travelled to the bedroom .Where is Daniel ?,bedroom,kitchen
Mary journeyed to the kitchen . Sandra went back to the garden . Daniel moved to the kitchen . Daniel travelled to the bedroom . Mary moved to the garden . Mary travelled to the bathroom .Where is Daniel ?,bedroom,kitchen
Mary journeyed to the kitchen . Sandra went back to the garden . Daniel moved to the kitchen . Daniel travelled to the bedroom . Mary moved to the garden . Mary travelled to the bathroom . Daniel went to the office . Sandra went to the bedroom .Where is Sandra ?,bedroom,hallway
Mary journeyed to the kitchen . Sandra went back to the garden . Daniel moved to the kitchen . Daniel travelled to the bedroom . Mary moved to the garden . Mary travelled to the bathroom . Daniel went to the office . Sandra went to the bedroom . Mary moved to the kitchen . John went back to the office .Where is John ?,office,kitchen
Mary moved to the hallway . John went back to the bedroom . Mary went back to the bathroom . Mary travelled to the office .Where is Mary ?,office,hallway
Mary moved to the hallway . John went back to the bedroom . Mary went back to the bathroom . Mary travelled to the office . Daniel went back to the office . John moved to the hallway .Where is Mary ?,office,hallway
Mary moved to the hallway . John went back to the bedroom . Mary went back to the bathroom . Mary travelled to the office . Daniel went back to the office . John moved to the hallway . John went back to the bathroom . Mary travelled to the garden .Where is John ?,bathroom,kitchen
John journeyed to the garden . Mary travelled to the office .Where is John ?,garden,kitchen
John journeyed to the garden . Mary travelled to the office . John went to the bedroom . Mary went back to the bathroom .Where is Mary ?,bathroom,hallway
John journeyed to the garden . Mary travelled to the office . John went to the bedroom . Mary went back to the bathroom . Mary journeyed to the hallway . Sandra went to the kitchen .Where is Sandra ?,kitchen,hallway
John journeyed to the garden . Mary travelled to the office . John went to the bedroom . Mary went back to the bathroom . Mary journeyed to the hallway . Sandra went to the kitchen . Daniel moved to the hallway . John travelled to the garden .Where is John ?,garden,kitchen
John journeyed to the garden . Mary travelled to the office . John went to the bedroom . Mary went back to the bathroom . Mary journeyed to the hallway . Sandra went to the kitchen . Daniel moved to the hallway . John travelled to the garden . John went back to the bathroom . Sandra went to the bedroom .Where is John ?,bathroom,kitchen
Sandra went back to the bedroom . Mary moved to the kitchen .Where is Sandra ?,bedroom,hallway
Sandra went back to the bedroom . Mary moved to the kitchen . Mary moved to the office . Daniel travelled to the office .Where is Sandra ?,bedroom,hallway
Sandra went back to the bedroom . Mary moved to the kitchen . Mary moved to the office . Daniel travelled to the office . Daniel travelled to the hallway . John went back to the hallway .Where is Daniel ?,hallway,kitchen
Sandra went back to the bedroom . Mary moved to the kitchen . Mary moved to the office . Daniel travelled to the office . Daniel travelled to the hallway . John went back to the hallway . Mary moved to the bathroom . Sandra journeyed to the hallway .Where is John ?,hallway,kitchen
Sandra went back to the bedroom . Mary moved to the kitchen . Mary moved to the office . Daniel travelled to the office . Daniel travelled to the hallway . John went back to the hallway . Mary moved to the bathroom . Sandra journeyed to the hallway . John went to the garden . Daniel travelled to the kitchen .Where is John ?,garden,kitchen
Sandra moved to the garden . Daniel travelled to the bedroom .Where is Daniel ?,bedroom,kitchen
Sandra moved to the garden . Daniel travelled to the bedroom . Sandra went to the hallway . Sandra went back to the bathroom .Where is Sandra ?,bathroom,hallway
Sandra moved to the garden . Daniel travelled to the bedroom . Sandra went to the hallway . Sandra went back to the bathroom . Sandra journeyed to the kitchen . Daniel went back to the hallway .Where is Daniel ?,hallway,kitchen
Sandra moved to the garden . Daniel travelled to the bedroom . Sandra went to the hallway . Sandra went back to the bathroom . Sandra journeyed to the kitchen . Daniel went back to the hallway . John travelled to the bedroom . Daniel travelled to the kitchen .Where is John ?,bedroom,kitchen
Sandra moved to the garden . Daniel travelled to the bedroom . Sandra went to the hallway . Sandra went back to the bathroom . Sandra journeyed to the kitchen . Daniel went back to the hallway . John travelled to the bedroom . Daniel travelled to the kitchen . Sandra moved to the office . Daniel moved to the bathroom .Where is Daniel ?,bathroom,kitchen
John went to the kitchen . Daniel travelled to the kitchen . Sandra journeyed to the kitchen . John went to the bedroom .Where is John ?,bedroom,kitchen
John went to the kitchen . Daniel travelled to the kitchen . Sandra journeyed to the kitchen . John went to the bedroom . Mary went to the bedroom . Sandra went back to the bedroom .Where is John ?,bedroom,kitchen
John went to the kitchen . Daniel travelled to the kitchen . Sandra journeyed to the kitchen . John went to the bedroom . Mary went to the bedroom . Sandra went back to the bedroom . John journeyed to the garden . Daniel went back to the bedroom .Where is John ?,garden,kitchen
John went to the kitchen . Daniel travelled to the kitchen . Sandra journeyed to the kitchen . John went to the bedroom . Mary went to the bedroom . Sandra went back to the bedroom . John journeyed to the garden . Daniel went back to the bedroom . Daniel journeyed to the bathroom . Daniel went to the kitchen .Where is John ?,garden,kitchen
Mary moved to the kitchen . Sandra travelled to the bedroom .Where is Mary ?,kitchen,hallway
Mary moved to the kitchen . Sandra travelled to the bedroom . Daniel journeyed to the office . Sandra went back to the kitchen .Where is Mary ?,kitchen,hallway
